task_name,count,pct
"perform various data entry or word processing tasks, such as updating phone directories, typing or proofreading documents, or creating schedules.",47.0,0.004699999999999999
photograph objects for documentation.,142.0,0.0142
"plan and administer biological research programs for government, research firms, medical industries, or manufacturing firms.",16.0,0.0015999999999999999
"plan and conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate.",108.0,0.010799999999999999
"plan and conduct research to develop and test theories about societal issues such as crime, group relations, poverty, and aging.",162.0,0.0162
plan and conduct special research projects in area of interest or expertise.,125.0,0.0125
"plan and conduct teacher training programs and conferences dealing with new classroom procedures, instructional materials and equipment, and teaching aids.",51.0,0.0051
plan and coordinate advertising campaigns and sales promotions and prepare merchandise displays and advertising copy.,61.0,0.0060999999999999995
"plan and coordinate the production of musical recordings, selecting music and directing performers.",30.0,0.003
plan and develop curricula and materials for training programs and conduct training.,88.0,0.0088
"plan and develop instructional methods and content for educational, vocational, or student activity programs.",375.0,0.0375
plan and develop new products and production processes.,18.0,0.0018
"plan and develop pre-production ideas into outlines, scripts, story boards, and graphics, using own ideas or specifications of assignments.",31.0,0.0031000000000000003
"plan and develop programs, agendas, budgets, and services according to customer requirements.",54.0,0.005399999999999999
plan and direct physical conditioning programs that will enable athletes to achieve maximum performance.,100.0,0.01
"plan and direct research to characterize and compare the economic, demographic, health care, social, political, linguistic, and religious institutions of distinct cultural groups, communities, and organizations.",47.0,0.004699999999999999
plan and execute advertising policies and strategies for organizations.,88.0,0.0088
plan and execute medical care programs to aid in the mental and physical growth and development of children and adolescents.,104.0,0.0104
plan and follow the most efficient routes for delivering goods.,275.0,0.0275
plan and install upgrades of database management system software to enhance database performance.,82.0,0.0082
"plan and lead professional development activities for teachers, administrators, and support staff.",17.0,0.0017
"plan and organize the acquisition, storage, and exhibition of collections and related materials, including the selection of exhibition themes and designs, and develop or install exhibit materials.",215.0,0.0215
"plan and prepare advertising and promotional material to increase sales of products or services, working with customers, company officials, sales departments, and advertising agencies.",3007.0,0.3007
plan and prepare audio-visual teaching aids and methods for use in school systems.,20.0,0.002
plan and prepare grant proposals to request program funding.,35.0,0.0034999999999999996
plan and price menu items.,538.0,0.053799999999999994
"plan and promote career and employment-related programs and events, such as career planning presentations, work-experience programs, job fairs, and career workshops.",50.0,0.005
"plan and promote sporting events and social, cultural, and recreational activities.",24.0,0.0024000000000000002
"plan and schedule programming and event coverage, based on broadcast length, time availability, and other factors, such as community needs, ratings data, and viewer demographics.",16.0,0.0015999999999999999
